kitchenSlug,kitchenCode,kitchenName,kitchenStatus,kitchenDescription,contracts,itemId,itemType,sortOrder,code,articleNumber,name,price,widthMm,heightMm,depthMm,componentKey,iconKey,colorKey,isLocked,isActive,infoText,productImagePath,productInfoPdfPath,productInfoSummary,productInfoKeyFacts,productInfoExtractedText,productInfoUpdatedAt,createdAt,updatedAt
l-shaped-kitchen,105 809,L-Shaped Kitchen,ACTIVE,L-shaped layout based on offer 670 105805 with return worktop and integrated appliances,670777777|736270|999999999,cmq4u2la10011snbos428zono,COMPONENT,140,CAB-DRAWER-LS-300,US2A30,Base Cabinet with Drawers (300 x 723 mm),229.00,,,,drawer-base,drawer_base_three,#ffbf00,false,false,"US2A30, 1 drawer, 2 pull-outs",,,,"""""",,,Mon Jun 08 2026 08:32:04 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-shaped-kitchen,105 809,L-Shaped Kitchen,ACTIVE,L-shaped layout based on offer 670 105805 with return worktop and integrated appliances,670777777|736270|999999999,lshape-sink-botton-45,COMPONENT,150,SINK-LS-BOTTON-45,517467,Sink and Waste System,89.00,,,,sink-faucet,sink_faucet,black,true,true,Blanco Botton Pro 45/2 manual waste system,,,,"""""",,,Fri Jun 12 2026 11:21:10 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-shaped-kitchen,105 809,L-Shaped Kitchen,ACTIVE,L-shaped layout based on offer 670 105805 with return worktop and integrated appliances,670777777|736270|999999999,lshape-acc-waste-001,ACCESSORY,200,ACC-WASTE-001,Blanco Botton 517467,Waste separation system,89.00,,,,,waste_system,,false,true,Blanco Botton 517467,,,,"""""",,,Fri Jun 12 2026 11:14:08 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-shaped-kitchen,105 809,L-Shaped Kitchen,ACTIVE,L-shaped layout based on offer 670 105805 with return worktop and integrated appliances,670777777|736270|999999999,lshape-acc-cutlery-zb60sg,ACCESSORY,210,ACC-CUTLERY-ZB60SG,ZB60SG,Cutlery insert 60 cm,25.00,,,,,cutlery_insert,,false,true,Cutlery insert 60 cm,,,,"""""",,,Fri Jun 12 2026 11:14:08 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-shaped-kitchen,105 809,L-Shaped Kitchen,ACTIVE,L-shaped layout based on offer 670 105805 with return worktop and integrated appliances,670777777|736270|999999999,lshape-acc-light-003,ACCESSORY,220,ACC-LIGHT-003,KA220043_S3,Beleuchtungsset 3 LED-Spots,69.00,,,,,lighting_set,,false,true,,,/product-info/led-lighting-set-elabel.pdf,Energie-Label fuer das LED-Beleuchtungsset KA220043_S3. Das Label nennt Energieeffizienzklasse E und 3 kWh / 1000 h.,Product type: LED lighting set. | Model: KA220043_S3. | Energy efficiency class: E. | Energy consumption: 3 kWh / 1000 h. | Document: Energy label.,"Product name: LED lighting set KA220043_S3.
Wichtige Punkte:
- Product type: LED lighting set.
- Model: KA220043_S3.
- Energy efficiency class: E.
- Energy consumption: 3 kWh / 1000 h.
- Document: Energy label.
Auswahlhinweise:
- Show this label with the LED lighting set.",Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 11:14:08 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-shaped-kitchen,105 809,L-Shaped Kitchen,ACTIVE,L-shaped layout based on offer 670 105805 with return worktop and integrated appliances,670777777|736270|999999999,cmq4u2la6001bsnbo4oy5jk55,SERVICE,300,SVC-MONTAGE-001,,"Lieferung, Vertragen, Montage und Anschluss",349.00,,,,,delivery_assembly,,false,true,,,,,"""""",,,Mon Jun 08 2026 08:32:04 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
l-shaped-kitchen,105 809,L-Shaped Kitchen,ACTIVE,L-shaped layout based on offer 670 105805 with return worktop and integrated appliances,670777777|736270|999999999,cmq4u2la7001dsnbom0nfwh9c,SERVICE,310,SVC-PICKUP-001,,Abholung an Logistikstandort,0.00,,,,,pickup,,false,true,,,,,"""""",,,Mon Jun 08 2026 08:32:04 GMT+0200 (Central European Summer Time),Fri Jun 12 2026 14:45:24 GMT+0200 (Central European Summer Time)
test-3d-kitchen,,TEST 3D Kitchen,ACTIVE,Kitchen preview using the TEST.glb 3D model,,cmpl9i5ck000csnuoryt2a658,COMPONENT,10,T3D-CAB-WALL-01,,TEST 3D Wall Cabinet 1 (600 x 723 x 320 mm),139.00,,,,t3d-wall-1,wall_cabinet_plain,#7bc6a0,false,true,Independent TEST 3D upper cabinet,,,,"""""",,,Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time),Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time)
test-3d-kitchen,,TEST 3D Kitchen,ACTIVE,Kitchen preview using the TEST.glb 3D model,,cmpl9i5cn000esnuopr67ewqz,COMPONENT,20,T3D-CAB-WALL-02,,TEST 3D Wall Cabinet 2 (600 x 723 x 320 mm),139.00,,,,t3d-wall-2,wall_cabinet_plain,#7bc6a0,false,true,Independent TEST 3D upper cabinet,,,,"""""",,,Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time),Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time)
test-3d-kitchen,,TEST 3D Kitchen,ACTIVE,Kitchen preview using the TEST.glb 3D model,,cmpl9i5co000gsnuo8ljojr3c,COMPONENT,30,T3D-CAB-WALL-03,,TEST 3D Wall Cabinet 3 (600 x 723 x 320 mm),139.00,,,,t3d-wall-3,wall_cabinet_plain,#7bc6a0,false,true,Independent TEST 3D upper cabinet,,,,"""""",,,Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time),Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time)
test-3d-kitchen,,TEST 3D Kitchen,ACTIVE,Kitchen preview using the TEST.glb 3D model,,cmpl9i5cp000isnuot767qyr2,COMPONENT,40,T3D-CAB-WALL-04,,TEST 3D Wall Cabinet 4 (600 x 723 x 320 mm),139.00,,,,t3d-wall-4,wall_cabinet_plain,#7bc6a0,false,true,Independent TEST 3D upper cabinet,,,,"""""",,,Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time),Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time)
test-3d-kitchen,,TEST 3D Kitchen,ACTIVE,Kitchen preview using the TEST.glb 3D model,,cmpl9i5cq000ksnuode7lr50x,COMPONENT,50,T3D-CAB-WALL-05,,TEST 3D Wall Cabinet 5 (600 x 723 x 320 mm),139.00,,,,t3d-wall-5,wall_cabinet_plain,#7bc6a0,false,true,Independent TEST 3D upper cabinet,,,,"""""",,,Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time),Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time)
test-3d-kitchen,,TEST 3D Kitchen,ACTIVE,Kitchen preview using the TEST.glb 3D model,,cmpl9i5cr000msnuofwmpkqmw,COMPONENT,55,T3D-LIGHT-001,KA220043_S3,TEST 3D LED Lighting Set,69.00,,,,t3d-light,under_cabinet_light,#8fa0a3,false,true,LED lighting set,,/product-info/led-lighting-set-elabel.pdf,Energie-Label fuer das LED-Beleuchtungsset KA220043_S3. Das Label nennt Energieeffizienzklasse E und 3 kWh / 1000 h.,Product type: LED lighting set. | Model: KA220043_S3. | Energy efficiency class: E. | Energy consumption: 3 kWh / 1000 h. | Document: Energy label.,"Product name: LED lighting set KA220043_S3.
Wichtige Punkte:
- Product type: LED lighting set.
- Model: KA220043_S3.
- Energy efficiency class: E.
- Energy consumption: 3 kWh / 1000 h.
- Document: Energy label.
Auswahlhinweise:
- Show this label with the LED lighting set.",Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time),Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time),Tue May 26 2026 13:48:36 GMT+0200 (Central European Summer Time)
test-3d-kitchen,,TEST 3D Kitchen,ACTIVE,Kitchen preview using the TEST.glb 3D model,,cmpl9i5cs000osnuo8dlwd26s,COMPONENT,60,T3D-WASHER-001,EWA34660W,TEST 3D Washing Machine (600 x 600 x 878 mm),548.00,,,,t3d-washer,washing_machine_base,#77b696,false,true,"EWA34660W, 8 kg, 1400 rpm",/product-images/email/ewa34660w-washing-machine.jpg,/product-info/ewa-34660-w-product-info.pdf,"Waschmaschine EWA34660W fuer die Kuechenkonfiguration. Die Produktinformation nennt Energieeffizienzklasse A, 47 kWh / 100 Zyklen, 48 l/Zyklus, 8 kg Fassungsvermoegen, 1400 U/min, 72 dB(A) und Geraetemasse 830 x 600 x 540 mm.",Produkttyp: Waschmaschine. | Modell: EWA34660W. | Energieeffizienzklasse: A. | Energieverbrauch: 47 kWh / 100 Zyklen. | Wasserverbrauch: 48 l/Zyklus. | Fassungsvermoegen: 8 kg. | Schleuderdrehzahl: 1400 U/min. | Geraeusch: 72 dB(A) | Geraetemasse H x B x T (mm): 830 x 600 x 540. | Einbaumasse H x B x T (mm): 825 x 600 x 580. | Wasser- und Stromanschluss nach Produktinformation beachten.,"Produktname: Waschmaschine EWA34660W.
Wichtige Punkte:
- Produkttyp: Waschmaschine.
- Modell: EWA34660W.
- Energieeffizienzklasse: A.
- Energieverbrauch: 47 kWh / 100 Zyklen.
- Wasserverbrauch: 48 l/Zyklus.
- Fassungsvermoegen: 8 kg.
- Schleuderdrehzahl: 1400 U/min.
- Geraeusch: 72 dB(A)
- Geraetemasse H x B x T (mm): 830 x 600 x 540.
- Einbaumasse H x B x T (mm): 825 x 600 x 580.
- Wasser- und Stromanschluss nach Produktinformation beachten.
Auswahlhinweise:
- Vor der Bestellung Wasseranschluss, Ablauf und Stellmass pruefen.",Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time),Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time),Tue May 26 2026 13:48:36 GMT+0200 (Central European Summer Time)
test-3d-kitchen,,TEST 3D Kitchen,ACTIVE,Kitchen preview using the TEST.glb 3D model,,cmpl9i5ct000qsnuolrlqmokt,COMPONENT,70,T3D-SINKBASE-001,,TEST 3D Sink Base Cabinet (600 x 600 x 878 mm),0.00,,,,t3d-sink-base,sink_base,#77b696,false,true,Sink base cabinet for TEST 3D layout,,,,"""""",,,Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time),Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time)
test-3d-kitchen,,TEST 3D Kitchen,ACTIVE,Kitchen preview using the TEST.glb 3D model,,cmpl9i5cu000ssnuon5bpa57p,COMPONENT,80,T3D-DISH-001,A-EGSPV597210,TEST 3D Dishwasher (600 x 600 x 878 mm),579.00,,,,t3d-dishwasher,dishwasher_base,#77b696,false,true,"Fully integrated dishwasher, 60 cm",/product-images/email/a-egspv597210-dishwasher.jpg,/product-info/a-egspv597210-product-info-eco21.pdf,"Vollintegrierter 60-cm-Geschirrspueler fuer den Einbau hinter einer Moebelfront. Die aktuelle Produktinformation nennt 12 Massgedecke, Energieklasse D und 5 Programme.",Energieklasse: D | Energieverbrauch: 82 kWh / 100 Zyklen. | Wasserverbrauch: 11.0 l/Zyklus. | Geraeusch: 49 dB | Breite: 60 cm | Geraetemasse H x B x T (mm): 815 x 598 x 550. | Einbaumasse H x B x T (mm): 820 - 870 x 600 x 580. | Tiefe bei geoeffneter Tuer (mm): 1150. | Programme: 5 | Kapazitaet: 12 Massgedecke,"Produktname: Architecto / AMICA A-EGSPV597210 Geschirrspueler, 60 cm.
Wichtige Punkte:
- Produkttyp: vollintegrierter Einbau-Geschirrspueler.
- 12 Massgedecke, 5 Programme, 4 Temperaturen.
- Energieklasse D, 82 kWh / 100 Zyklen, 11.0 l / Zyklus.
- Energieverbrauch: 82 kWh / 100 Zyklen.
- Wasserverbrauch: 11.0 l/Zyklus.
- Geraeusch: 49 dB(A), Klasse C.
- Geraetemasse H x B x T (mm): 815 x 598 x 550.
- Einbaumasse H x B x T (mm): 820 - 870 x 600 x 580.
- Tiefe bei geoeffneter Tuer (mm): 1150.
- Ausstattung: Aquastop, Extra Dry, OpenDry, halbe Beladung, Startzeitvorwahl 3/6/9 h.
Auswahlhinweise:
- Vor der Bestellung Einbaumass, Frontintegration und Anschlussposition pruefen.",Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time),Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time),Tue May 26 2026 13:48:36 GMT+0200 (Central European Summer Time)
test-3d-kitchen,,TEST 3D Kitchen,ACTIVE,Kitchen preview using the TEST.glb 3D model,,cmpl9i5cw000usnuoplslh17o,COMPONENT,90,T3D-OVEN-HOB-001,,TEST 3D Built-in Oven and Hob (600 x 600 x 878 mm),449.00,,,,t3d-oven,oven_base,#77b696,false,true,Built-in oven + induction hob,/product-images/email/ebx943600s-oven.jpg,/product-info/ebx-943-600-s-product-info.pdf,"Kombinierte Auswahl aus Einbaubackofen EBX 943 600 S und Induktionskochfeld OL-KMI 754 000 E. Die aktuellen Produktinformationen nennen 77 l Garraum, 9 Backofenfunktionen sowie 4 Kochzonen mit 9 Leistungsstufen.","Backofen: Energieklasse A | Backofen: Energieverbrauch: 0.99 kWh conventional / 0.83 kWh hot air. | Backofen: 77 l Volumen, 9 Funktionen | Backofen: Geraetemasse H x B x T (mm): 595 x 595 x 575. | Backofen: Einbaumasse H x B x T (mm): 595,0 x 560 x 560. | Kochfeld: 60 cm, 4 Kochzonen | Kochfeld: Geraetemasse B x T (mm): 590 x 520. | Kochfeld: Ausschnittmasse B x T (mm): 560 x 490. | Kochfeld: 9 Leistungsstufen | Set: Backofen + Induktionskochfeld","Produktname: AMICA EBX 943 600 S Backofen + AMICA OL-KMI 754 000 E Induktionskochfeld.
Wichtige Punkte:
- Backofen: Einbau-Elektrobackofen mit 77 l Volumen, Energieklasse A und 9 Funktionen.
- Backofen: Energieverbrauch: 0.99 kWh conventional / 0.83 kWh hot air.
- Backofen: Geraetemasse H x B x T (mm): 595 x 595 x 575.
- Backofen: Einbaumasse H x B x T (mm): 595,0 x 560 x 560.
- Backofen: SensorControl Timer, versenkbare Knebel, CoolDoor3, Steam Clean.
- Kochfeld: autarkes Induktionskochfeld, 60 cm, 4 Kochzonen mit Booster.
- Kochfeld: Geraetemasse B x T (mm): 590 x 520.
- Kochfeld: Ausschnittmasse B x T (mm): 560 x 490.
- Kochfeld: 9 Leistungsstufen, Timer, Restwaermeanzeige, Topferkennung, Kindersicherung.
Auswahlhinweise:
- Vor der Bestellung Nischenmass, Anschlusswert und Elektroanschluss pruefen.",Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time),Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time),Tue May 26 2026 13:48:36 GMT+0200 (Central European Summer Time)
test-3d-kitchen,,TEST 3D Kitchen,ACTIVE,Kitchen preview using the TEST.glb 3D model,,cmpl9i5cx000wsnuosml3mwst,COMPONENT,100,T3D-CAB-STORAGE-001,,TEST 3D Base Storage Cabinet (600 x 600 x 878 mm),229.00,,,,t3d-storage,drawer_base,#77b696,false,true,Base storage cabinet for TEST 3D layout,,,,"""""",,,Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time),Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time)
test-3d-kitchen,,TEST 3D Kitchen,ACTIVE,Kitchen preview using the TEST.glb 3D model,,cmpl9i5cy000ysnuomm0epa90,COMPONENT,110,T3D-TOP-MAIN-001,,TEST 3D Main Worktop (40 x 600 x 3036 mm),0.00,,,,t3d-worktop-main,worktop,#9fb5ad,false,true,Main worktop for TEST 3D layout,,,,"""""",,,Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time),Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time)
test-3d-kitchen,,TEST 3D Kitchen,ACTIVE,Kitchen preview using the TEST.glb 3D model,,cmpl9i5cy0010snuo03qwyebu,COMPONENT,120,T3D-SINK-001,517467,TEST 3D Sink and Waste System,89.00,,,,t3d-sink,sink_faucet,#9fb5ad,false,true,Sink and waste system,,,,"""""",,,Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time),Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time)
test-3d-kitchen,,TEST 3D Kitchen,ACTIVE,Kitchen preview using the TEST.glb 3D model,,cmpl9i5d00012snuowauas0so,COMPONENT,130,T3D-HOOD-001,FH 664 621 S,TEST 3D Extractor Hood,349.00,,,,t3d-hood,extractor_hood,#8fa0a3,false,true,"Flat pull-out hood, 60 cm",/product-images/email/fh664621s-flat-hood.jpg,/product-info/fh-664-621-s-product-info.pdf,Flachschirmhaube FH 664 621 S fuer eine 60-cm-Kuechenloesung. Die aktuelle Produktinformation nennt Energieklasse A und bis zu 70 dB Betriebsgeraesch.,Energieklasse: A | Geraeusch: max. 70 dB | Breite: 60 cm | Luftleistung: 170-415 m3/h | Betriebsart: Abluft / Umluft,"Produktname: AMICA FH 664 621 S Flachschirmhaube, 60 cm.
Wichtige Punkte:
- Teleskophaube / Flachschirmhaube in Schwarz mit mechanischen Schaltern.
- Energieklasse A, Jahresverbrauch 24.8 kWh, Fluid-Dynamic-Effizienzklasse B.
- 3 Leistungsstufen, Luftleistung 170-415 m3/h, Geraeusch 49-70 dB.
- 2 LED-Leuchten, 2 spuelmaschinengeeignete Aluminium-Fettfilter.
Auswahlhinweise:
- Vor der Bestellung Einbauposition und Luftfuehrung pruefen.",Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time),Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time),Tue May 26 2026 13:48:36 GMT+0200 (Central European Summer Time)
test-3d-kitchen,,TEST 3D Kitchen,ACTIVE,Kitchen preview using the TEST.glb 3D model,,cmpl9i5d10014snuob6dhxiwn,COMPONENT,140,T3D-CAB-CORNER-001,,TEST 3D Corner Base Cabinet (600 x 600 x 878 mm),249.00,,,,t3d-corner,drawer_base,#77b696,false,true,Corner base cabinet for TEST 3D return,,,,"""""",,,Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time),Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time)
test-3d-kitchen,,TEST 3D Kitchen,ACTIVE,Kitchen preview using the TEST.glb 3D model,,cmpl9i5d30016snuorn1awc9m,COMPONENT,150,T3D-CAB-BASE-001,,TEST 3D Return Base Cabinet (600 x 600 x 878 mm),199.00,,,,t3d-base,drawer_base_two,#77b696,false,true,Return base cabinet for TEST 3D layout,,,,"""""",,,Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time),Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time)
test-3d-kitchen,,TEST 3D Kitchen,ACTIVE,Kitchen preview using the TEST.glb 3D model,,cmpl9i5d40018snuoh1rw1uat,COMPONENT,160,T3D-CAB-DRAWERS-001,,TEST 3D Drawer Base Cabinet (600 x 600 x 878 mm),229.00,,,,t3d-drawers,drawer_base_three,#77b696,false,true,Drawer base cabinet for TEST 3D layout,,,,"""""",,,Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time),Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time)
test-3d-kitchen,,TEST 3D Kitchen,ACTIVE,Kitchen preview using the TEST.glb 3D model,,cmpl9i5d4001asnuopzgihvyi,COMPONENT,170,T3D-TOP-RETURN-001,,TEST 3D Return Worktop (40 x 600 x 1800 mm),0.00,,,,t3d-worktop-return,worktop,#9fb5ad,false,true,Return worktop for TEST 3D layout,,,,"""""",,,Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time),Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time)
test-3d-kitchen,,TEST 3D Kitchen,ACTIVE,Kitchen preview using the TEST.glb 3D model,,cmpl9i5d5001csnuodwf2h8zc,ACCESSORY,220,T3D-ACC-WASTE-001,,TEST 3D Waste Separation System,89.00,,,,,waste_system,,false,true,,,,,"""""",,,Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time),Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time)
test-3d-kitchen,,TEST 3D Kitchen,ACTIVE,Kitchen preview using the TEST.glb 3D model,,cmpl9i5d6001esnuoirtru04d,ACCESSORY,230,T3D-ACC-CUTLERY-001,ZB60SG,TEST 3D Cutlery Insert,25.00,,,,,cutlery_insert,,false,true,,,,,"""""",,,Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time),Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time)
test-3d-kitchen,,TEST 3D Kitchen,ACTIVE,Kitchen preview using the TEST.glb 3D model,,cmpl7byj0001dsnro48o3ngux,SERVICE,300,SVC-MONTAGE-001,,"Lieferung, Vertragen, Montage und Anschluss",349.00,,,,,delivery_assembly,,false,true,,,,,"""""",,,Mon May 25 2026 14:47:53 GMT+0200 (Central European Summer Time),Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time)
test-3d-kitchen,,TEST 3D Kitchen,ACTIVE,Kitchen preview using the TEST.glb 3D model,,cmpl7byj1001fsnroedmf8igb,SERVICE,310,SVC-PICKUP-001,,Abholung an Logistikstandort,0.00,,,,,pickup,,false,true,,,,,"""""",,,Mon May 25 2026 14:47:53 GMT+0200 (Central European Summer Time),Mon May 25 2026 15:48:41 GMT+0200 (Central European Summer Time)
